epoch,strategy,avg_total_delay,sum_total_delay,avg_compute_delay,avg_transmission_delay,avg_requests_per_slot,migration_changes,migration_cost,total_cost,replica_target_total,replica_actual_total,change_count,total_replicas,min_stage_replicas,max_stage_replicas,avg_node_replicas,max_node_replicas,avg_storage_util,max_storage_util,avg_memory_util,max_memory_util,demand_prob_0,observed_share_0,demand_prob_1,observed_share_1,demand_prob_2,observed_share_2,demand_prob_3,observed_share_3,demand_prob_4,observed_share_4,kept_previous,estimated_prev_delay,estimated_candidate_delay
12.0,static_heuristic,4.6041654035449024,92.08330807089806,3.373129057884216,1.2310363456606865,9.1,0.0,0.0,92.08330807089806,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.2554348111152649,0.13761815428733826,0.18653035163879395,0.2459927797317505,0.21428531408309937,0.1278182417154312,0.12088128924369812,0.12590719759464264,0.14285869896411896,0.2044428586959839,0.19780224561691284,0.295838862657547,0.32417240738868713,,,
13.0,static_heuristic,5.825138345360756,116.50276690721512,4.2870966151356695,1.5380417302250862,10.0,0.0,0.0,116.50276690721512,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.2554348111152649,0.13761815428733826,0.18653035163879395,0.17711977660655975,0.1900002360343933,0.13792221248149872,0.14000149071216583,0.18389588594436646,0.17000074684619904,0.23819679021835327,0.2699982523918152,0.2628653049468994,0.22999924421310425,,,
14.0,static_heuristic,5.887505221366882,117.75010442733765,4.320893740653991,1.5666114807128906,10.35,0.0,0.0,117.75010442733765,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.2554348111152649,0.13761815428733826,0.18653035163879395,0.1461232751607895,0.12077485769987106,0.19629739224910736,0.2077292799949646,0.23064090311527252,0.2463756799697876,0.23064084351062775,0.23671407997608185,0.1962975710630417,0.1884060651063919,,,
15.0,static_heuristic,4.742573875188827,94.85147750377655,3.353455367684364,1.3891185075044632,9.35,0.0,0.0,94.85147750377655,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.2554348111152649,0.13761815428733826,0.18653035163879395,0.17711985111236572,0.19251355528831482,0.2628653347492218,0.21925081312656403,0.23819680511951447,0.2352931648492813,0.18389582633972168,0.21390336751937866,0.13792210817337036,0.1390390545129776,,,
0.0,static_fixed,4.592854852974415,91.8570970594883,3.125937633216381,1.4669172197580338,9.6,26.0,2.6,94.45709705948829,26.0,26.0,26.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.2459927797317505,0.2187495082616806,0.2958388924598694,0.3124970495700836,0.20444287359714508,0.2187495082616806,0.12590721249580383,0.10416916012763977,0.1278182715177536,0.14583474397659302,,,
1.0,static_fixed,4.919088664650917,98.38177329301834,3.4313773781061174,1.4877112865448,10.35,0.0,0.0,98.38177329301834,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.3069121241569519,0.30917608737945557,0.28158366680145264,0.25603729486465454,0.14967718720436096,0.1497596651315689,0.09308896958827972,0.10628245025873184,0.16873814165592194,0.17874446511268616,,,
2.0,static_fixed,3.333558166027069,66.67116332054138,2.2603148818016052,1.0732432842254638,8.8,0.0,0.0,66.67116332054138,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.32994771003723145,0.3409050703048706,0.23115649819374084,0.22159028053283691,0.10386960208415985,0.08523053675889969,0.10386961698532104,0.07386721670627594,0.23115652799606323,0.27840685844421387,,,
3.0,static_fixed,4.492189201712608,89.84378403425217,3.240195167064667,1.2519940346479417,10.0,0.0,0.0,89.84378403425217,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.3069120943546295,0.24499887228012085,0.16873814165592194,0.18000049889087677,0.09308896958827972,0.1150021180510521,0.14967718720436096,0.17000074684619904,0.28158366680145264,0.28999772667884827,,,
4.0,static_fixed,5.01355357170105,100.271071434021,3.7349699258804323,1.2785836458206177,10.3,0.0,0.0,100.271071434021,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.2459927797317505,0.2572801411151886,0.1278182715177536,0.11650687456130981,0.12590721249580383,0.1310696303844452,0.20444287359714508,0.21359188854694366,0.295838862657547,0.28155142068862915,,,
5.0,static_fixed,5.485187928378582,109.70375856757164,3.991811786592007,1.4933761417865754,10.35,0.0,0.0,109.70375856757164,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.17711980640888214,0.18357527256011963,0.13792216777801514,0.1352672576904297,0.18389584124088287,0.1545904576778412,0.23819679021835327,0.25120648741722107,0.2628653943538666,0.27536049485206604,,,
6.0,static_fixed,4.661512306332588,93.23024612665176,3.24300557076931,1.418506735563278,9.3,0.0,0.0,93.23024612665176,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.1461232602596283,0.16129136085510254,0.19629745185375214,0.23118194937705994,0.23064091801643372,0.17741996049880981,0.23064091801643372,0.2473105490207672,0.19629745185375214,0.1827961504459381,,,
7.0,static_fixed,5.613994327187538,112.27988654375076,3.91508292555809,1.698911401629448,9.95,0.0,0.0,112.27988654375076,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.17711982131004333,0.17587999999523163,0.2628653943538666,0.3015049695968628,0.23819680511951447,0.2010049968957901,0.18389588594436646,0.2110549956560135,0.13792216777801514,0.1105550080537796,,,
8.0,static_fixed,5.757759040594101,115.15518081188202,3.891066145896912,1.8666928946971892,10.8,0.0,0.0,115.15518081188202,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.24599280953407288,0.27777597308158875,0.2958388328552246,0.3101826310157776,0.20444287359714508,0.19444456696510315,0.12590719759464264,0.1018541157245636,0.127818301320076,0.11574268341064453,,,
9.0,static_fixed,4.830154323577881,96.60308647155762,3.163885048031807,1.666269275546074,10.4,0.0,0.0,96.60308647155762,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.30691206455230713,0.3173048496246338,0.28158363699913025,0.30768969655036926,0.14967717230319977,0.14903968572616577,0.09308893978595734,0.0673108845949173,0.16873812675476074,0.1586548388004303,,,
10.0,static_fixed,5.332968312501907,106.65936625003815,3.6543736547231673,1.6785946577787398,11.05,0.0,0.0,106.65936625003815,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.32994773983955383,0.3122146427631378,0.23115652799606323,0.19457025825977325,0.10386960208415985,0.13574805855751038,0.10386961698532104,0.10407456010580063,0.23115649819374084,0.25339245796203613,,,
11.0,static_fixed,4.341738851368428,86.83477702736855,3.023367439210415,1.3183714121580123,9.8,0.0,0.0,86.83477702736855,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.3069120943546295,0.3265273869037628,0.16873811185359955,0.12755286693572998,0.09308895468711853,0.13775669038295746,0.1496771275997162,0.13265477120876312,0.28158366680145264,0.27550825476646423,,,
12.0,static_fixed,4.328559766709804,86.57119533419609,3.1259848162531854,1.2025749504566192,9.1,0.0,0.0,86.57119533419609,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.2459927797317505,0.21428531408309937,0.1278182417154312,0.12088128924369812,0.12590719759464264,0.14285869896411896,0.2044428586959839,0.19780224561691284,0.295838862657547,0.32417240738868713,,,
13.0,static_fixed,5.168571035563946,103.37142071127892,3.807122591137886,1.3614484444260597,10.0,0.0,0.0,103.37142071127892,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.17711977660655975,0.1900002360343933,0.13792221248149872,0.14000149071216583,0.18389588594436646,0.17000074684619904,0.23819679021835327,0.2699982523918152,0.2628653049468994,0.22999924421310425,,,
14.0,static_fixed,5.461770135164261,109.23540270328522,3.9787654101848604,1.4830047249794007,10.35,0.0,0.0,109.23540270328522,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.1461232751607895,0.12077485769987106,0.19629739224910736,0.2077292799949646,0.23064090311527252,0.2463756799697876,0.23064084351062775,0.23671407997608185,0.1962975710630417,0.1884060651063919,,,
15.0,static_fixed,4.472888705134392,89.45777410268784,3.153568160533905,1.3193205446004868,9.35,0.0,0.0,89.45777410268784,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,3.0,0.19400644302368164,0.23823802173137665,0.13761813938617706,0.18131698668003082,0.17711985111236572,0.19251355528831482,0.2628653347492218,0.21925081312656403,0.23819680511951447,0.2352931648492813,0.18389582633972168,0.21390336751937866,0.13792210817337036,0.1390390545129776,,,
0.0,static_random,5.1031029865145685,102.06205973029137,3.4273087054491045,1.675794281065464,9.6,26.0,2.6,104.66205973029136,26.0,26.0,26.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.2459927797317505,0.2187495082616806,0.2958388924598694,0.3124970495700836,0.20444287359714508,0.2187495082616806,0.12590721249580383,0.10416916012763977,0.1278182715177536,0.14583474397659302,,,
1.0,static_random,5.345845586061477,106.91691172122955,3.6440164268016817,1.701829159259796,10.35,0.0,0.0,106.91691172122955,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.3069121241569519,0.30917608737945557,0.28158366680145264,0.25603729486465454,0.14967718720436096,0.1497596651315689,0.09308896958827972,0.10628245025873184,0.16873814165592194,0.17874446511268616,,,
2.0,static_random,3.7001988261938097,74.00397652387619,2.486736798286438,1.2134620279073716,8.8,0.0,0.0,74.00397652387619,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.32994771003723145,0.3409050703048706,0.23115649819374084,0.22159028053283691,0.10386960208415985,0.08523053675889969,0.10386961698532104,0.07386721670627594,0.23115652799606323,0.27840685844421387,,,
3.0,static_random,4.755595993995667,95.11191987991333,3.367823714017868,1.3877722799777985,10.0,0.0,0.0,95.11191987991333,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.3069120943546295,0.24499887228012085,0.16873814165592194,0.18000049889087677,0.09308896958827972,0.1150021180510521,0.14967718720436096,0.17000074684619904,0.28158366680145264,0.28999772667884827,,,
4.0,static_random,5.322275078296661,106.44550156593323,3.8774288788437845,1.444846199452877,10.3,0.0,0.0,106.44550156593323,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.2459927797317505,0.2572801411151886,0.1278182715177536,0.11650687456130981,0.12590721249580383,0.1310696303844452,0.20444287359714508,0.21359188854694366,0.295838862657547,0.28155142068862915,,,
5.0,static_random,5.670263732969761,113.40527465939522,4.129714114964008,1.5405496180057525,10.35,0.0,0.0,113.40527465939522,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.17711980640888214,0.18357527256011963,0.13792216777801514,0.1352672576904297,0.18389584124088287,0.1545904576778412,0.23819679021835327,0.25120648741722107,0.2628653943538666,0.27536049485206604,,,
6.0,static_random,4.662853464484215,93.2570692896843,3.324351418018341,1.3385020464658737,9.3,0.0,0.0,93.2570692896843,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.1461232602596283,0.16129136085510254,0.19629745185375214,0.23118194937705994,0.23064091801643372,0.17741996049880981,0.23064091801643372,0.2473105490207672,0.19629745185375214,0.1827961504459381,,,
7.0,static_random,5.708169382810593,114.16338765621185,4.044641840457916,1.6635275423526763,9.95,0.0,0.0,114.16338765621185,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.17711982131004333,0.17587999999523163,0.2628653943538666,0.3015049695968628,0.23819680511951447,0.2010049968957901,0.18389588594436646,0.2110549956560135,0.13792216777801514,0.1105550080537796,,,
8.0,static_random,6.547863790392876,130.9572758078575,4.429656077921391,2.1182077124714853,10.8,0.0,0.0,130.9572758078575,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.24599280953407288,0.27777597308158875,0.2958388328552246,0.3101826310157776,0.20444287359714508,0.19444456696510315,0.12590719759464264,0.1018541157245636,0.127818301320076,0.11574268341064453,,,
9.0,static_random,5.577404090762139,111.54808181524277,3.613053357601166,1.9643507331609726,10.4,0.0,0.0,111.54808181524277,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.30691206455230713,0.3173048496246338,0.28158363699913025,0.30768969655036926,0.14967717230319977,0.14903968572616577,0.09308893978595734,0.0673108845949173,0.16873812675476074,0.1586548388004303,,,
10.0,static_random,5.85278012752533,117.05560255050659,3.815780797600746,2.0369993299245834,11.05,0.0,0.0,117.05560255050659,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.32994773983955383,0.3122146427631378,0.23115652799606323,0.19457025825977325,0.10386960208415985,0.13574805855751038,0.10386961698532104,0.10407456010580063,0.23115649819374084,0.25339245796203613,,,
11.0,static_random,4.68380176872015,93.676035374403,3.139058420062065,1.5447433486580848,9.8,0.0,0.0,93.676035374403,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.3069120943546295,0.3265273869037628,0.16873811185359955,0.12755286693572998,0.09308895468711853,0.13775669038295746,0.1496771275997162,0.13265477120876312,0.28158366680145264,0.27550825476646423,,,
12.0,static_random,4.6786730796098706,93.57346159219742,3.348010668158531,1.3306624114513397,9.1,0.0,0.0,93.57346159219742,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.2459927797317505,0.21428531408309937,0.1278182417154312,0.12088128924369812,0.12590719759464264,0.14285869896411896,0.2044428586959839,0.19780224561691284,0.295838862657547,0.32417240738868713,,,
13.0,static_random,5.448285219073296,108.96570438146591,3.9972375616431237,1.451047657430172,10.0,0.0,0.0,108.96570438146591,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.17711977660655975,0.1900002360343933,0.13792221248149872,0.14000149071216583,0.18389588594436646,0.17000074684619904,0.23819679021835327,0.2699982523918152,0.2628653049468994,0.22999924421310425,,,
14.0,static_random,5.483434556424617,109.66869112849236,4.03119495511055,1.452239601314068,10.35,0.0,0.0,109.66869112849236,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.1461232751607895,0.12077485769987106,0.19629739224910736,0.2077292799949646,0.23064090311527252,0.2463756799697876,0.23064084351062775,0.23671407997608185,0.1962975710630417,0.1884060651063919,,,
15.0,static_random,4.592902037501335,91.8580407500267,3.2808199882507325,1.3120820492506027,9.35,0.0,0.0,91.8580407500267,26.0,26.0,0.0,26.0,2.0,2.0,2.5999999046325684,4.0,0.19400644302368164,0.3300541043281555,0.13761815428733826,0.22484232485294342,0.17711985111236572,0.19251355528831482,0.2628653347492218,0.21925081312656403,0.23819680511951447,0.2352931648492813,0.18389582633972168,0.21390336751937866,0.13792210817337036,0.1390390545129776,,,
0.0,static_monolithic,9.498866561055184,189.97733122110367,8.558384621143341,0.9404819399118424,9.6,13.0,1.3,191.27733122110368,13.0,13.0,13.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.2459927797317505,0.2187495082616806,0.2958388924598694,0.3124970495700836,0.20444287359714508,0.2187495082616806,0.12590721249580383,0.10416916012763977,0.1278182715177536,0.14583474397659302,,,
1.0,static_monolithic,9.993427833914756,199.86855667829514,9.152419412136078,0.8410084217786788,10.35,0.0,0.0,199.86855667829514,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.3069121241569519,0.30917608737945557,0.28158366680145264,0.25603729486465454,0.14967718720436096,0.1497596651315689,0.09308896958827972,0.10628245025873184,0.16873814165592194,0.17874446511268616,,,
2.0,static_monolithic,6.5651685580611225,131.30337116122246,5.937999749183655,0.6271688088774681,8.8,0.0,0.0,131.30337116122246,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.32994771003723145,0.3409050703048706,0.23115649819374084,0.22159028053283691,0.10386960208415985,0.08523053675889969,0.10386961698532104,0.07386721670627594,0.23115652799606323,0.27840685844421387,,,
3.0,static_monolithic,8.584589417278767,171.69178834557533,7.888102924823761,0.6964864924550056,10.0,0.0,0.0,171.69178834557533,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.3069120943546295,0.24499887228012085,0.16873814165592194,0.18000049889087677,0.09308896958827972,0.1150021180510521,0.14967718720436096,0.17000074684619904,0.28158366680145264,0.28999772667884827,,,
4.0,static_monolithic,10.79044147580862,215.8088295161724,9.844420778751374,0.9460206970572471,10.3,0.0,0.0,215.8088295161724,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.2459927797317505,0.2572801411151886,0.1278182715177536,0.11650687456130981,0.12590721249580383,0.1310696303844452,0.20444287359714508,0.21359188854694366,0.295838862657547,0.28155142068862915,,,
5.0,static_monolithic,11.558252058923244,231.1650411784649,10.283371829986573,1.2748802289366723,10.35,0.0,0.0,231.1650411784649,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.17711980640888214,0.18357527256011963,0.13792216777801514,0.1352672576904297,0.18389584124088287,0.1545904576778412,0.23819679021835327,0.25120648741722107,0.2628653943538666,0.27536049485206604,,,
6.0,static_monolithic,9.529764211177826,190.59528422355652,8.26298314332962,1.2667810678482057,9.3,0.0,0.0,190.59528422355652,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.1461232602596283,0.16129136085510254,0.19629745185375214,0.23118194937705994,0.23064091801643372,0.17741996049880981,0.23064091801643372,0.2473105490207672,0.19629745185375214,0.1827961504459381,,,
7.0,static_monolithic,12.312379619479179,246.2475923895836,10.845282602310181,1.4670970171689988,9.95,0.0,0.0,246.2475923895836,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.17711982131004333,0.17587999999523163,0.2628653943538666,0.3015049695968628,0.23819680511951447,0.2010049968957901,0.18389588594436646,0.2110549956560135,0.13792216777801514,0.1105550080537796,,,
8.0,static_monolithic,12.800926914811134,256.0185382962227,11.303277695178986,1.4976492196321487,10.8,0.0,0.0,256.0185382962227,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.24599280953407288,0.27777597308158875,0.2958388328552246,0.3101826310157776,0.20444287359714508,0.19444456696510315,0.12590719759464264,0.1018541157245636,0.127818301320076,0.11574268341064453,,,
9.0,static_monolithic,9.943948325514793,198.87896651029587,8.798531305789947,1.1454170197248459,10.4,0.0,0.0,198.87896651029587,13.0,13.0,0.0,13.0,1.0,1.0,1.2999999523162842,4.0,0.09700321406126022,0.30769777297973633,0.06880907714366913,0.19943436980247498,0.30691206455230713,0.3173048496246338,0.28158363699913025,0.30768969655036926,0.14967717230319977,0.14903968572616577,0.09308893978595734,0.0673108845949173,0.16873812675476074,0.1586548388004303,,,
