episode,avg_total_delay,avg_compute_delay,avg_transmission_delay,avg_requests_per_slot,stages,loss,policy_loss,value_loss,entropy,service_0_share,service_1_share,service_2_share,service_3_share,service_4_share
1,5.716642840206623,4.802049672603607,0.9145931676030159,9.7,489,0.8322259187698364,0.04576073959469795,1.586788535118103,0.6929086446762085,0.2268041237113402,0.2422680412371134,0.27319587628865977,0.13917525773195877,0.11855670103092783
2,5.660757352411747,4.706829005479813,0.9539283469319344,9.7,488,0.6136462092399597,0.03879256546497345,1.1635621786117554,0.6927422881126404,0.29381443298969073,0.26804123711340205,0.15463917525773196,0.12371134020618557,0.15979381443298968
