episode,fast_slot,policy,requests,stages,total_delay,compute_delay,transmission_delay,kkt_virtual_cost,infeasible,service_0,service_1,service_2,service_3,service_4
0,13,lookahead_delta,7.0,20.0,3.6591798067092896,2.688318967819214,0.9708608388900757,3.6591798067092896,0.0,2.0,0.0,0.0,3.0,2.0
0,13,wms_planner,7.0,20.0,3.6591798067092896,2.688318967819214,0.9708608388900757,3.6591798067092896,0.0,2.0,0.0,0.0,3.0,2.0
0,14,greedy_delta,5.0,15.0,2.044354557991028,1.4268306493759155,0.6175239086151123,2.044354557991028,0.0,1.0,1.0,1.0,2.0,0.0
0,14,lookahead_delta,5.0,15.0,2.072689414024353,1.4359252452850342,0.6367641687393188,2.072689414024353,0.0,1.0,1.0,1.0,2.0,0.0
0,14,wms_planner,5.0,15.0,2.072689414024353,1.4359252452850342,0.6367641687393188,2.072689414024353,0.0,1.0,1.0,1.0,2.0,0.0
0,15,greedy_delta,10.0,28.0,5.1612935066223145,3.888044834136963,1.2732486724853516,5.1612935066223145,0.0,2.0,4.0,0.0,2.0,2.0
0,15,lookahead_delta,10.0,28.0,5.24819540977478,3.8282065391540527,1.4199888706207275,5.24819540977478,0.0,2.0,4.0,0.0,2.0,2.0
0,15,wms_planner,10.0,28.0,5.249943375587463,3.830012321472168,1.4199310541152954,5.249943375587463,0.0,2.0,4.0,0.0,2.0,2.0
0,16,greedy_delta,15.0,35.0,9.28495979309082,6.3022260665893555,2.982733726501465,9.28495979309082,0.0,1.0,1.0,5.0,2.0,6.0
0,16,lookahead_delta,15.0,35.0,9.32277512550354,6.429633617401123,2.893141508102417,9.32277512550354,0.0,1.0,1.0,5.0,2.0,6.0
0,16,wms_planner,15.0,35.0,9.31203579902649,6.3132219314575195,2.9988138675689697,9.31203579902649,0.0,1.0,1.0,5.0,2.0,6.0
0,17,greedy_delta,15.0,38.0,8.875062942504883,6.453311920166016,2.421751022338867,8.875062942504883,0.0,4.0,4.0,4.0,2.0,1.0
0,17,lookahead_delta,15.0,38.0,8.861466646194458,6.4879255294799805,2.3735411167144775,8.861466646194458,0.0,4.0,4.0,4.0,2.0,1.0
0,17,wms_planner,15.0,38.0,8.79180359840393,6.312961578369141,2.47884202003479,8.79180359840393,0.0,4.0,4.0,4.0,2.0,1.0
0,18,greedy_delta,9.0,22.0,3.6154249906539917,2.3136494159698486,1.301775574684143,3.6154249906539917,0.0,3.0,4.0,1.0,0.0,1.0
0,18,lookahead_delta,9.0,22.0,3.6600421667099,2.3229727745056152,1.3370693922042847,3.6600421667099,0.0,3.0,4.0,1.0,0.0,1.0
0,18,wms_planner,9.0,22.0,3.6600421667099,2.3229727745056152,1.3370693922042847,3.6600421667099,0.0,3.0,4.0,1.0,0.0,1.0
0,19,greedy_delta,12.0,27.0,6.059245228767395,4.234185695648193,1.8250595331192017,6.059245228767395,0.0,1.0,3.0,3.0,0.0,5.0
0,19,lookahead_delta,12.0,27.0,6.059245228767395,4.234185695648193,1.8250595331192017,6.059245228767395,0.0,1.0,3.0,3.0,0.0,5.0
0,19,wms_planner,12.0,27.0,6.059245228767395,4.234185695648193,1.8250595331192017,6.059245228767395,0.0,1.0,3.0,3.0,0.0,5.0
1,0,greedy_delta,6.0,15.0,2.3058682680130005,1.5415891408920288,0.7642791271209717,2.3058682680130005,0.0,0.0,3.0,2.0,0.0,1.0
1,0,lookahead_delta,6.0,15.0,2.521081268787384,1.5757288932800293,0.9453523755073547,2.521081268787384,0.0,0.0,3.0,2.0,0.0,1.0
1,0,wms_planner,6.0,15.0,2.464395582675934,1.519043207168579,0.9453523755073547,2.464395582675934,0.0,0.0,3.0,2.0,0.0,1.0
1,1,greedy_delta,6.0,13.0,1.5250544548034668,0.9330167770385742,0.5920376777648926,1.5250544548034668,0.0,4.0,1.0,0.0,0.0,1.0
1,1,lookahead_delta,6.0,13.0,1.5250544548034668,0.9330167770385742,0.5920376777648926,1.5250544548034668,0.0,4.0,1.0,0.0,0.0,1.0
1,1,wms_planner,6.0,13.0,1.5250544548034668,0.9330167770385742,0.5920376777648926,1.5250544548034668,0.0,4.0,1.0,0.0,0.0,1.0
1,2,greedy_delta,7.0,16.0,2.0087757110595703,1.1790688037872314,0.8297069072723389,2.0087757110595703,0.0,3.0,2.0,1.0,0.0,1.0
1,2,lookahead_delta,7.0,16.0,2.0140910744667053,1.1136959791183472,0.9003950953483582,2.0140910744667053,0.0,3.0,2.0,1.0,0.0,1.0
1,2,wms_planner,7.0,16.0,2.0520113706588745,1.1073851585388184,0.9446262121200562,2.0520113706588745,0.0,3.0,2.0,1.0,0.0,1.0
1,3,greedy_delta,6.0,12.0,1.636644959449768,0.9013364315032959,0.7353085279464722,1.636644959449768,0.0,3.0,0.0,1.0,0.0,2.0
1,3,lookahead_delta,6.0,12.0,1.4673861265182495,0.7969646453857422,0.6704214811325073,1.4673861265182495,0.0,3.0,0.0,1.0,0.0,2.0
1,3,wms_planner,6.0,12.0,1.422260046005249,0.8120030164718628,0.6102570295333862,1.422260046005249,0.0,3.0,0.0,1.0,0.0,2.0
1,4,greedy_delta,14.0,36.0,8.201939105987549,6.0787224769592285,2.1232166290283203,8.201939105987549,0.0,4.0,4.0,1.0,2.0,3.0
1,4,lookahead_delta,14.0,36.0,8.0561363697052,5.995357036590576,2.060779333114624,8.0561363697052,0.0,4.0,4.0,1.0,2.0,3.0
1,4,wms_planner,14.0,36.0,8.093029260635376,6.003523826599121,2.089505434036255,8.093029260635376,0.0,4.0,4.0,1.0,2.0,3.0
1,5,greedy_delta,12.0,28.0,5.593275785446167,4.088054180145264,1.5052216053009033,5.593275785446167,0.0,2.0,4.0,2.0,0.0,4.0
1,5,lookahead_delta,12.0,28.0,5.8453826904296875,4.253259181976318,1.5921235084533691,5.8453826904296875,0.0,2.0,4.0,2.0,0.0,4.0
1,5,wms_planner,12.0,28.0,5.943505883216858,4.343636512756348,1.5998693704605103,5.943505883216858,0.0,2.0,4.0,2.0,0.0,4.0
1,6,greedy_delta,6.0,13.0,2.0801457166671753,1.2250909805297852,0.8550547361373901,2.0801457166671753,0.0,5.0,1.0,0.0,0.0,0.0
1,6,lookahead_delta,6.0,13.0,1.9499313831329346,1.1717127561569214,0.7782186269760132,1.9499313831329346,0.0,5.0,1.0,0.0,0.0,0.0
1,6,wms_planner,6.0,13.0,1.8918373584747314,1.1977468729019165,0.6940904855728149,1.8918373584747314,0.0,5.0,1.0,0.0,0.0,0.0
1,7,greedy_delta,15.0,31.0,6.838266372680664,4.2923736572265625,2.5458927154541016,6.838266372680664,0.0,7.0,1.0,2.0,0.0,5.0
1,7,lookahead_delta,15.0,31.0,6.405829191207886,4.217912673950195,2.1879165172576904,6.405829191207886,0.0,7.0,1.0,2.0,0.0,5.0
1,7,wms_planner,15.0,31.0,6.6230998039245605,4.172888278961182,2.450211524963379,6.6230998039245605,0.0,7.0,1.0,2.0,0.0,5.0
1,8,greedy_delta,16.0,43.0,10.901244640350342,8.644767761230469,2.256476879119873,10.901244640350342,0.0,3.0,7.0,2.0,2.0,2.0
1,8,lookahead_delta,16.0,43.0,10.606528282165527,8.379804611206055,2.2267236709594727,10.606528282165527,0.0,3.0,7.0,2.0,2.0,2.0
1,8,wms_planner,16.0,43.0,10.622928142547607,8.386226654052734,2.236701488494873,10.622928142547607,0.0,3.0,7.0,2.0,2.0,2.0
1,9,greedy_delta,6.0,19.0,3.2667959928512573,2.389190435409546,0.8776055574417114,3.2667959928512573,0.0,1.0,1.0,0.0,3.0,1.0
1,9,lookahead_delta,6.0,19.0,3.111664295196533,2.3811306953430176,0.7305335998535156,3.111664295196533,0.0,1.0,1.0,0.0,3.0,1.0
1,9,wms_planner,6.0,19.0,3.0279257893562317,2.290888547897339,0.7370372414588928,3.0279257893562317,0.0,1.0,1.0,0.0,3.0,1.0
1,10,greedy_delta,12.0,29.0,5.8820579051971436,4.009286403656006,1.8727715015411377,5.8820579051971436,0.0,3.0,5.0,2.0,0.0,2.0
1,10,lookahead_delta,12.0,29.0,5.742464900016785,3.810588836669922,1.9318760633468628,5.742464900016785,0.0,3.0,5.0,2.0,0.0,2.0
1,10,wms_planner,12.0,29.0,5.742464900016785,3.810588836669922,1.9318760633468628,5.742464900016785,0.0,3.0,5.0,2.0,0.0,2.0
1,11,greedy_delta,13.0,33.0,9.108474969863892,6.186814308166504,2.9216606616973877,9.108474969863892,0.0,7.0,1.0,2.0,3.0,0.0
1,11,lookahead_delta,13.0,33.0,9.083295345306396,6.206917762756348,2.876377582550049,9.083295345306396,0.0,7.0,1.0,2.0,3.0,0.0
1,11,wms_planner,13.0,33.0,8.993854284286499,6.2905120849609375,2.7033421993255615,8.993854284286499,0.0,7.0,1.0,2.0,3.0,0.0
1,12,greedy_delta,8.0,17.0,2.3206238746643066,1.3389697074890137,0.981654167175293,2.3206238746643066,0.0,4.0,1.0,2.0,0.0,1.0
1,12,lookahead_delta,8.0,17.0,2.2543371319770813,1.2976605892181396,0.9566765427589417,2.2543371319770813,0.0,4.0,1.0,2.0,0.0,1.0
1,12,wms_planner,8.0,17.0,2.249924421310425,1.2876064777374268,0.962317943572998,2.249924421310425,0.0,4.0,1.0,2.0,0.0,1.0
1,13,greedy_delta,11.0,25.0,4.9646477699279785,3.5379652976989746,1.426682472229004,4.9646477699279785,0.0,2.0,1.0,5.0,1.0,2.0
1,13,lookahead_delta,11.0,25.0,4.663677453994751,3.361168622970581,1.30250883102417,4.663677453994751,0.0,2.0,1.0,5.0,1.0,2.0
1,13,wms_planner,11.0,25.0,4.706112623214722,3.2962000370025635,1.4099125862121582,4.706112623214722,0.0,2.0,1.0,5.0,1.0,2.0
1,14,greedy_delta,14.0,32.0,6.510255575180054,4.613461494445801,1.896794080734253,6.510255575180054,0.0,5.0,2.0,2.0,1.0,4.0
1,14,lookahead_delta,14.0,32.0,6.271963834762573,4.355740070343018,1.9162237644195557,6.271963834762573,0.0,5.0,2.0,2.0,1.0,4.0
1,14,wms_planner,14.0,32.0,6.391045928001404,4.64248514175415,1.7485607862472534,6.391045928001404,0.0,5.0,2.0,2.0,1.0,4.0
1,15,greedy_delta,14.0,36.0,8.00728189945221,6.245916843414307,1.7613650560379028,8.00728189945221,0.0,4.0,6.0,0.0,1.0,3.0
1,15,lookahead_delta,14.0,36.0,8.002516269683838,5.88252592086792,2.119990348815918,8.002516269683838,0.0,4.0,6.0,0.0,1.0,3.0
1,15,wms_planner,14.0,36.0,8.009514570236206,6.0990071296691895,1.9105074405670166,8.009514570236206,0.0,4.0,6.0,0.0,1.0,3.0
1,16,greedy_delta,9.0,22.0,3.567528009414673,2.363661527633667,1.2038664817810059,3.567528009414673,0.0,3.0,2.0,1.0,1.0,2.0
1,16,lookahead_delta,9.0,22.0,3.4988337755203247,2.310931444168091,1.1879023313522339,3.4988337755203247,0.0,3.0,2.0,1.0,1.0,2.0
1,16,wms_planner,9.0,22.0,3.5008528232574463,2.430087089538574,1.070765733718872,3.5008528232574463,0.0,3.0,2.0,1.0,1.0,2.0
1,17,greedy_delta,14.0,34.0,7.159055471420288,5.1365180015563965,2.0225374698638916,7.159055471420288,0.0,5.0,4.0,2.0,1.0,2.0
1,17,lookahead_delta,14.0,34.0,7.2774338722229,5.084174156188965,2.1932597160339355,7.2774338722229,0.0,5.0,4.0,2.0,1.0,2.0
1,17,wms_planner,14.0,34.0,7.05720853805542,4.865390777587891,2.1918177604675293,7.05720853805542,0.0,5.0,4.0,2.0,1.0,2.0
1,18,greedy_delta,5.0,13.0,2.015937566757202,1.009918212890625,1.0060193538665771,2.015937566757202,0.0,0.0,3.0,2.0,0.0,0.0
1,18,lookahead_delta,5.0,13.0,1.8697381615638733,1.0385174751281738,0.8312206864356995,1.8697381615638733,0.0,0.0,3.0,2.0,0.0,0.0
1,18,wms_planner,5.0,13.0,1.9350483417510986,1.0337735414505005,0.9012748003005981,1.9350483417510986,0.0,0.0,3.0,2.0,0.0,0.0
1,19,greedy_delta,7.0,16.0,2.180131673812866,1.3438376188278198,0.8362940549850464,2.180131673812866,0.0,3.0,2.0,0.0,0.0,2.0
1,19,lookahead_delta,7.0,16.0,2.0890166759490967,1.2297011613845825,0.8593155145645142,2.0890166759490967,0.0,3.0,2.0,0.0,0.0,2.0
1,19,wms_planner,7.0,16.0,2.160191059112549,1.3387768268585205,0.8214142322540283,2.160191059112549,0.0,3.0,2.0,0.0,0.0,2.0
2,0,greedy_delta,8.0,23.0,4.5728641748428345,3.3471169471740723,1.2257472276687622,4.5728641748428345,0.0,3.0,1.0,0.0,3.0,1.0
2,0,lookahead_delta,8.0,23.0,4.539591193199158,3.307525634765625,1.2320655584335327,4.539591193199158,0.0,3.0,1.0,0.0,3.0,1.0
2,0,wms_planner,8.0,23.0,4.4298118352890015,3.2521164417266846,1.177695393562317,4.4298118352890015,0.0,3.0,1.0,0.0,3.0,1.0
2,1,greedy_delta,9.0,23.0,3.3069347143173218,2.2686972618103027,1.038237452507019,3.3069347143173218,0.0,2.0,3.0,2.0,1.0,1.0
2,1,lookahead_delta,9.0,23.0,3.3069347143173218,2.2686972618103027,1.038237452507019,3.3069347143173218,0.0,2.0,3.0,2.0,1.0,1.0
2,1,wms_planner,9.0,23.0,3.2975895404815674,2.2778830528259277,1.0197064876556396,3.2975895404815674,0.0,2.0,3.0,2.0,1.0,1.0
2,2,greedy_delta,12.0,28.0,4.71323037147522,3.183419704437256,1.5298106670379639,4.71323037147522,0.0,5.0,4.0,3.0,0.0,0.0
2,2,lookahead_delta,12.0,28.0,4.871084809303284,3.1821584701538086,1.688926339149475,4.871084809303284,0.0,5.0,4.0,3.0,0.0,0.0
2,2,wms_planner,12.0,28.0,4.97911810874939,3.1978349685668945,1.7812831401824951,4.97911810874939,0.0,5.0,4.0,3.0,0.0,0.0
2,3,greedy_delta,11.0,28.0,5.352217793464661,3.6715738773345947,1.680643916130066,5.352217793464661,0.0,5.0,2.0,1.0,2.0,1.0
2,3,lookahead_delta,11.0,28.0,5.516043066978455,4.002145767211914,1.5138972997665405,5.516043066978455,0.0,5.0,2.0,1.0,2.0,1.0
2,3,wms_planner,11.0,28.0,5.71525514125824,3.866105318069458,1.8491498231887817,5.71525514125824,0.0,5.0,2.0,1.0,2.0,1.0
2,4,greedy_delta,9.0,23.0,4.110890507698059,2.80703067779541,1.303859829902649,4.110890507698059,0.0,3.0,1.0,1.0,2.0,2.0
2,4,lookahead_delta,9.0,23.0,3.973438024520874,2.7819037437438965,1.1915342807769775,3.973438024520874,0.0,3.0,1.0,1.0,2.0,2.0
2,4,wms_planner,9.0,23.0,4.042349219322205,2.727682113647461,1.3146671056747437,4.042349219322205,0.0,3.0,1.0,1.0,2.0,2.0
2,5,greedy_delta,12.0,27.0,6.135660886764526,3.7344675064086914,2.401193380355835,6.135660886764526,0.0,3.0,3.0,0.0,0.0,6.0
2,5,lookahead_delta,12.0,27.0,5.761664867401123,3.5605225563049316,2.2011423110961914,5.761664867401123,0.0,3.0,3.0,0.0,0.0,6.0
2,5,wms_planner,12.0,27.0,5.877256274223328,3.949476957321167,1.9277793169021606,5.877256274223328,0.0,3.0,3.0,0.0,0.0,6.0
2,6,greedy_delta,13.0,33.0,7.236559867858887,5.186083793640137,2.05047607421875,7.236559867858887,0.0,3.0,1.0,2.0,3.0,4.0
2,6,lookahead_delta,13.0,33.0,7.2143237590789795,5.155752658843994,2.0585711002349854,7.2143237590789795,0.0,3.0,1.0,2.0,3.0,4.0
2,6,wms_planner,13.0,33.0,7.2143237590789795,5.155752658843994,2.0585711002349854,7.2143237590789795,0.0,3.0,1.0,2.0,3.0,4.0
2,7,greedy_delta,4.0,8.0,0.7922091782093048,0.5277632474899292,0.2644459307193756,0.7922091782093048,0.0,1.0,0.0,2.0,0.0,1.0
2,7,lookahead_delta,4.0,8.0,0.7922091782093048,0.5277632474899292,0.2644459307193756,0.7922091782093048,0.0,1.0,0.0,2.0,0.0,1.0
2,7,wms_planner,4.0,8.0,0.7922091782093048,0.5277632474899292,0.2644459307193756,0.7922091782093048,0.0,1.0,0.0,2.0,0.0,1.0
2,8,greedy_delta,8.0,19.0,2.7585651874542236,1.603793978691101,1.1547712087631226,2.7585651874542236,0.0,2.0,1.0,1.0,1.0,3.0
2,8,lookahead_delta,8.0,19.0,2.80864679813385,1.6114106178283691,1.197236180305481,2.80864679813385,0.0,2.0,1.0,1.0,1.0,3.0
2,8,wms_planner,8.0,19.0,2.919390916824341,1.6862181425094604,1.2331727743148804,2.919390916824341,0.0,2.0,1.0,1.0,1.0,3.0
2,9,greedy_delta,16.0,35.0,9.038930654525757,6.202260971069336,2.836669683456421,9.038930654525757,0.0,5.0,1.0,0.0,1.0,9.0
2,9,lookahead_delta,16.0,35.0,9.039535999298096,6.1998090744018555,2.8397269248962402,9.039535999298096,0.0,5.0,1.0,0.0,1.0,9.0
2,9,wms_planner,16.0,35.0,9.182814121246338,6.281296730041504,2.901517391204834,9.182814121246338,0.0,5.0,1.0,0.0,1.0,9.0
2,10,greedy_delta,9.0,22.0,3.392676830291748,2.381758451461792,1.010918378829956,3.392676830291748,0.0,5.0,2.0,0.0,1.0,1.0
2,10,lookahead_delta,9.0,22.0,3.248508334159851,2.374150037765503,0.8743582963943481,3.248508334159851,0.0,5.0,2.0,0.0,1.0,1.0
2,10,wms_planner,9.0,22.0,3.392676830291748,2.381758451461792,1.010918378829956,3.392676830291748,0.0,5.0,2.0,0.0,1.0,1.0
2,11,greedy_delta,16.0,39.0,9.157458066940308,6.860032081604004,2.2974259853363037,9.157458066940308,0.0,4.0,3.0,3.0,2.0,4.0
2,11,lookahead_delta,16.0,39.0,8.971478939056396,6.803276062011719,2.1682028770446777,8.971478939056396,0.0,4.0,3.0,3.0,2.0,4.0
2,11,wms_planner,16.0,39.0,8.971478939056396,6.803276062011719,2.1682028770446777,8.971478939056396,0.0,4.0,3.0,3.0,2.0,4.0
2,12,greedy_delta,14.0,38.0,10.11742091178894,7.7962646484375,2.3211562633514404,10.11742091178894,0.0,6.0,2.0,0.0,4.0,2.0
2,12,lookahead_delta,14.0,38.0,10.036430358886719,7.9373602867126465,2.0990700721740723,10.036430358886719,0.0,6.0,2.0,0.0,4.0,2.0
2,12,wms_planner,14.0,38.0,10.43387770652771,8.317368507385254,2.116509199142456,10.43387770652771,0.0,6.0,2.0,0.0,4.0,2.0
2,13,greedy_delta,13.0,29.0,6.844125032424927,5.099203586578369,1.7449214458465576,6.844125032424927,0.0,2.0,3.0,1.0,0.0,7.0
2,13,lookahead_delta,13.0,29.0,6.906788468360901,5.10873556137085,1.7980529069900513,6.906788468360901,0.0,2.0,3.0,1.0,0.0,7.0
2,13,wms_planner,13.0,29.0,6.906788468360901,5.10873556137085,1.7980529069900513,6.906788468360901,0.0,2.0,3.0,1.0,0.0,7.0
2,14,greedy_delta,10.0,24.0,4.738935112953186,3.071354389190674,1.6675807237625122,4.738935112953186,0.0,3.0,4.0,2.0,0.0,1.0
2,14,lookahead_delta,10.0,24.0,4.202753782272339,2.7740936279296875,1.4286601543426514,4.202753782272339,0.0,3.0,4.0,2.0,0.0,1.0
2,14,wms_planner,10.0,24.0,4.1933441162109375,2.7670159339904785,1.426328182220459,4.1933441162109375,0.0,3.0,4.0,2.0,0.0,1.0
2,15,greedy_delta,14.0,33.0,6.998878359794617,5.15185546875,1.8470228910446167,6.998878359794617,0.0,4.0,1.0,2.0,2.0,5.0
2,15,lookahead_delta,14.0,33.0,7.366968870162964,5.438139915466309,1.9288289546966553,7.366968870162964,0.0,4.0,1.0,2.0,2.0,5.0
2,15,wms_planner,14.0,33.0,7.18973708152771,5.149096488952637,2.0406405925750732,7.18973708152771,0.0,4.0,1.0,2.0,2.0,5.0
2,16,greedy_delta,7.0,17.0,2.6998871564865112,1.36648428440094,1.3334028720855713,2.6998871564865112,0.0,3.0,1.0,1.0,1.0,1.0
2,16,lookahead_delta,7.0,17.0,2.6475625038146973,1.3403947353363037,1.3071677684783936,2.6475625038146973,0.0,3.0,1.0,1.0,1.0,1.0
2,16,wms_planner,7.0,17.0,2.6339173316955566,1.4723432064056396,1.161574125289917,2.6339173316955566,0.0,3.0,1.0,1.0,1.0,1.0
2,17,greedy_delta,11.0,28.0,5.1746556758880615,3.525317430496216,1.6493382453918457,5.1746556758880615,0.0,3.0,2.0,2.0,2.0,2.0
2,17,lookahead_delta,11.0,28.0,5.210849404335022,3.5507659912109375,1.6600834131240845,5.210849404335022,0.0,3.0,2.0,2.0,2.0,2.0
2,17,wms_planner,11.0,28.0,5.200281739234924,3.549797296524048,1.6504844427108765,5.200281739234924,0.0,3.0,2.0,2.0,2.0,2.0
2,18,greedy_delta,7.0,16.0,2.029250681400299,1.1820000410079956,0.8472506403923035,2.029250681400299,0.0,3.0,0.0,1.0,1.0,2.0
2,18,lookahead_delta,7.0,16.0,2.1434358954429626,1.2629612684249878,0.8804746270179749,2.1434358954429626,0.0,3.0,0.0,1.0,1.0,2.0
2,18,wms_planner,7.0,16.0,2.1841825246810913,1.4181933403015137,0.7659891843795776,2.1841825246810913,0.0,3.0,0.0,1.0,1.0,2.0
2,19,greedy_delta,14.0,33.0,7.252845764160156,4.6630706787109375,2.5897750854492188,7.252845764160156,0.0,6.0,1.0,2.0,2.0,3.0
2,19,lookahead_delta,14.0,33.0,7.021812677383423,4.691829681396484,2.3299829959869385,7.021812677383423,0.0,6.0,1.0,2.0,2.0,3.0
2,19,wms_planner,14.0,33.0,6.971079349517822,4.8473358154296875,2.1237435340881348,6.971079349517822,0.0,6.0,1.0,2.0,2.0,3.0
