episode,avg_total_delay,avg_compute_delay,avg_transmission_delay,avg_requests_per_slot,stages,loss,policy_loss,value_loss,entropy
18,8.590564760565758,7.278448510169983,1.3121162503957748,11.35,600,0.3809957802295685,-0.04679608345031738,0.8694310188293457,0.6923657655715942
19,7.323490688949823,6.204215949773788,1.119274739176035,10.5,535,0.28580617904663086,-0.11081798374652863,0.8070961833000183,0.6923922896385193
20,6.830394318699836,5.732376503944397,1.0980178147554398,9.5,506,0.2941225469112396,-0.13349901139736176,0.8690937757492065,0.6925308704376221
21,7.0123407453298565,5.927858576178551,1.0844821691513062,10.25,522,0.2556467652320862,-0.12167634814977646,0.7684975266456604,0.6925637125968933
22,7.2503778547048565,6.168027019500732,1.0823508352041245,10.35,533,0.5823760032653809,0.14769044518470764,0.8832240104675293,0.6926391124725342
23,7.931446821987629,6.681216561794281,1.250230260193348,10.65,543,0.6753531694412231,0.07426180690526962,1.21603262424469,0.6924938559532166
24,7.725977532565594,6.512900355458259,1.213077177107334,10.3,550,0.24486418068408966,-0.07969699054956436,0.6629732251167297,0.6925450563430786
25,7.557691094279289,6.375170749425888,1.1825203448534012,10.95,560,0.6354385614395142,0.07828300446271896,1.1281598806381226,0.6924404501914978
26,7.304689422249794,6.169008356332779,1.1356810659170151,10.25,546,0.7218688130378723,0.1435667723417282,1.170443058013916,0.6919506788253784
27,6.720373722910881,5.600206434726715,1.120167288184166,10.0,516,0.19603341817855835,-0.22103247046470642,0.8479709625244141,0.6919595003128052
28,6.33555285781622,5.358716833591461,0.9768360242247581,9.35,478,0.22043150663375854,-0.13399279117584229,0.7226858139038086,0.6918606758117676
29,7.20215430855751,6.088369655609131,1.1137846529483795,10.2,522,0.2543494403362274,-0.10666684806346893,0.7358644008636475,0.6915904879570007
30,7.193207691609859,6.0904037117958065,1.1028039798140525,10.05,535,0.20426496863365173,-0.07142116129398346,0.5651966333389282,0.6912193894386292
31,7.517506109178067,6.3969890654087065,1.1205170437693597,10.3,524,0.4397866129875183,0.02801424264907837,0.8373715281486511,0.6913394331932068
32,6.531629829108715,5.508691227436065,1.0229386016726494,10.05,510,0.4976368248462677,0.0467604398727417,0.9155786037445068,0.6912915706634521
33,6.3009701922535895,5.2425834238529205,1.0583867684006691,9.65,501,0.30058446526527405,-0.02735486626625061,0.6697064638137817,0.6913893222808838
34,5.452081932872534,4.472410762310028,0.9796711705625057,8.65,437,0.32421600818634033,-0.04393116757273674,0.7501031160354614,0.6904380321502686
35,6.48078638613224,5.386380672454834,1.0944057136774064,9.6,496,0.35521388053894043,0.03953378647565842,0.6451596617698669,0.6899757981300354
36,7.78406333476305,6.570498442649841,1.2135648921132087,10.8,556,0.4901800751686096,0.10637778788805008,0.7813963294029236,0.6895864009857178
37,6.917901920527219,5.863758021593094,1.0541438989341259,10.1,527,0.6140803098678589,0.10343710333108902,1.0350369215011597,0.6875305771827698
38,6.391312932968139,5.319618666172028,1.071694266796112,10.35,523,0.21702876687049866,-0.07489418238401413,0.5975950360298157,0.6874568462371826
39,5.503135880827903,4.550631251931191,0.9525046288967133,8.95,465,0.29065993428230286,-0.06049153208732605,0.7160494327545166,0.6873235702514648
40,6.738887663185596,5.680690121650696,1.0581975415349008,9.75,522,0.11203645914793015,-0.09340817481279373,0.4245694577693939,0.684009313583374
41,7.470031425356865,6.336015594005585,1.1340158313512803,10.9,573,0.19970664381980896,-0.07690852135419846,0.5668152570724487,0.6792458891868591
42,7.279518106579781,6.089604479074478,1.1899136275053024,10.1,528,0.0818386971950531,-0.10742776840925217,0.39211830496788025,0.6792685389518738
43,6.609902127087116,5.531178379058838,1.0787237480282783,9.85,510,0.2183150053024292,0.02246580645442009,0.4052824079990387,0.6792009472846985
44,6.334917017817498,5.216594809293747,1.1183222085237503,9.65,509,0.1265580654144287,-0.04982665553689003,0.366244375705719,0.6737464666366577
45,5.479196734726429,4.56013993024826,0.9190568044781685,9.25,486,0.22643162310123444,0.012973673641681671,0.4403414726257324,0.6712781190872192
46,7.184085941314697,5.976187288761139,1.2078986525535584,10.85,550,0.2464524209499359,0.005670515820384026,0.4948968291282654,0.6666516065597534
47,8.082082664966583,6.753447562456131,1.3286351025104524,10.8,558,0.045433152467012405,-0.13868893682956696,0.38164323568344116,0.6699529886245728
48,6.980742660164833,5.8775122463703156,1.1032304137945175,9.9,516,0.16634680330753326,-0.02286672033369541,0.3916440010070801,0.6608471870422363
49,6.38648012727499,5.3598086655139925,1.0266714617609978,10.25,529,0.1443149596452713,-0.10146484524011612,0.5045258402824402,0.6483117938041687
50,8.093395552039146,6.827497744560242,1.2658978074789047,11.55,602,0.14342232048511505,-0.015583083033561707,0.3309065103530884,0.644785463809967
51,9.25431748777628,7.841803455352784,1.4125140324234962,12.2,632,0.17699787020683289,-0.08162621408700943,0.5300129652023315,0.6382412910461426
52,7.012679888308048,5.886475551128387,1.1262043371796608,10.25,544,0.05502411723136902,-0.1123964786529541,0.3475543260574341,0.6356565952301025
53,7.275600706040859,5.981651562452316,1.2939491435885428,10.7,550,0.6731263399124146,0.1981329619884491,0.9628110527992249,0.6412127017974854
54,7.336278203129768,6.166356372833252,1.1699218302965164,10.85,558,0.2614058256149292,-0.12221599370241165,0.7799105644226074,0.6333478689193726
55,6.61891508102417,5.442214894294739,1.176700186729431,10.0,515,0.11310518532991409,-0.14234521985054016,0.523461103439331,0.6280146837234497
56,5.3346755303442475,4.447349870204926,0.8873256601393222,9.15,462,0.22437448799610138,-0.03618350625038147,0.5338980555534363,0.639103889465332
57,5.8980855122208595,4.835084009170532,1.0630015030503273,9.75,500,0.27938854694366455,0.06819559633731842,0.43494948744773865,0.6281782388687134
58,6.195819361507892,5.018045943975449,1.177773417532444,9.85,509,0.33978861570358276,0.05807873234152794,0.5757215619087219,0.615090548992157
59,6.934178201854229,5.779032647609711,1.1551455542445184,10.1,554,0.15005269646644592,-0.052589051425457,0.4177277684211731,0.6222131848335266
60,5.032313756644726,4.045444440841675,0.986869315803051,9.0,451,0.32138147950172424,0.03445107117295265,0.5863524079322815,0.6245797276496887
61,4.997626107931137,4.067371672391891,0.9302544355392456,8.9,451,0.332840234041214,0.13667811453342438,0.4046190083026886,0.614738404750824
62,6.454862275719643,5.3779138922691345,1.076948383450508,9.95,528,0.2985629141330719,-0.012235645204782486,0.6340279579162598,0.6215410828590393
63,6.882850036025047,5.756058329343796,1.1267917066812516,10.35,526,0.3195524513721466,0.08109138906002045,0.4895988404750824,0.6338346004486084
64,7.380525337159634,6.062699264287948,1.317826072871685,10.95,544,-0.14147570729255676,-0.27392345666885376,0.2773062288761139,0.6205371618270874
65,7.463875725865364,6.26476930975914,1.1991064161062241,10.8,547,0.2726518213748932,0.019736148416996002,0.5177857279777527,0.5977169871330261
66,7.223522654175758,6.087032949924469,1.1364897042512894,11.1,577,0.18166597187519073,-0.09740251302719116,0.5702621340751648,0.6062576174736023
67,6.081280633807182,4.930473530292511,1.1508071035146714,10.15,505,0.13138175010681152,-0.06564632803201675,0.4063039720058441,0.6123895645141602
68,6.287164290249348,5.127793383598328,1.15937090665102,9.95,523,0.010044509544968605,-0.13741114735603333,0.30696725845336914,0.6027972102165222
69,7.532328659296036,6.1560351014137265,1.376293557882309,10.9,580,0.2354014813899994,0.014299280941486359,0.453720360994339,0.5757991671562195
70,7.285432320833206,6.0674971520900725,1.2179351687431335,10.7,557,0.12882430851459503,-0.06769870221614838,0.4049070179462433,0.593049168586731
71,5.413825607299804,4.3387661397457125,1.0750594675540923,9.05,473,0.2509460747241974,0.005562148988246918,0.5023912191390991,0.5811704993247986
72,6.005235266685486,4.9166446924209595,1.0885905742645263,9.1,485,0.2399471402168274,0.02629423886537552,0.4391710162162781,0.593259334564209
73,6.344118219614029,5.313113993406295,1.0310042262077332,10.2,528,0.18711042404174805,0.011207029223442078,0.3629922866821289,0.5592748522758484
74,7.160484825074673,5.876243668794632,1.2842411562800407,10.65,568,0.08441783487796783,-0.052264243364334106,0.2845747470855713,0.5605297684669495
75,6.123048940300942,4.949046492576599,1.1740024477243423,9.5,487,0.1857357621192932,-0.04475550353527069,0.47240135073661804,0.5709415078163147
76,7.1998275682330135,6.011667811870575,1.1881597563624382,11.1,580,0.1586499810218811,-0.08482189476490021,0.4978964626789093,0.5476356744766235
77,6.1703970149159435,5.093597662448883,1.07679935246706,9.8,518,0.19006967544555664,0.012764129787683487,0.36575382947921753,0.5571368336677551
78,6.673245269060135,5.535901558399201,1.1373437106609345,9.8,534,0.38418829441070557,0.08125831186771393,0.6169386506080627,0.5539370179176331
79,5.2454270124435425,4.2571234703063965,0.988303542137146,8.75,470,0.43166986107826233,0.07939170300960541,0.7158092260360718,0.5626462697982788
80,7.212714503705501,5.975802326202393,1.236912177503109,10.55,558,0.1845495104789734,-0.14219118654727936,0.6644157767295837,0.5467196106910706
81,6.05321478843689,4.9194568514823915,1.1337579369544983,10.0,517,0.27586573362350464,-0.02867019921541214,0.6203988194465637,0.5663487315177917
82,5.802116365730763,4.705297887325287,1.0968184784054755,9.7,498,0.2073843777179718,-0.014395620673894882,0.45487409830093384,0.565704345703125
83,5.180495277047157,4.175451844930649,1.0050434321165085,9.6,478,0.2140464037656784,-0.02196836844086647,0.4836454689502716,0.580797016620636
84,6.429301005601883,5.334734463691712,1.0945665419101716,10.6,547,0.11361897736787796,-0.16170716285705566,0.5619925260543823,0.5670124888420105
85,7.265395909547806,6.149879133701324,1.1155167758464812,11.0,583,0.330308198928833,0.12462642788887024,0.4223039448261261,0.5470223426818848
86,7.060310450196266,5.939987868070602,1.1203225821256637,11.15,585,0.38544273376464844,0.0494554229080677,0.6825755834579468,0.5300500392913818
87,5.713185973465443,4.705419319868088,1.0077666535973548,10.0,492,0.1441698968410492,-0.10581790655851364,0.5104225873947144,0.5223478078842163
88,6.120225960016251,5.127004498243332,0.9932214617729187,9.85,514,0.09837568551301956,-0.15124434232711792,0.5095973610877991,0.5178651809692383
89,6.894860330224037,5.729986596107483,1.1648737341165543,10.75,570,-0.006146231200546026,-0.1578442007303238,0.3139091730117798,0.5256617069244385
90,5.691414332389831,4.672568328678608,1.0188460037112237,9.9,506,0.12533950805664062,-0.0668390691280365,0.3947334885597229,0.5188168883323669
91,5.276821032911539,4.4029605448246,0.8738604880869388,9.3,469,0.2742984890937805,0.09314236789941788,0.3725396692752838,0.5113710165023804
92,5.831056053191423,4.8734338760375975,0.9576221771538258,9.8,510,0.1932249665260315,-0.01181650161743164,0.42054954171180725,0.5233299136161804
93,5.685098266601562,4.679930233955384,1.0051680326461792,9.4,508,0.23363637924194336,0.07724863290786743,0.32323354482650757,0.5229024291038513
94,5.9720760270953175,4.949561125040054,1.0225149020552635,9.85,527,0.1467496007680893,-0.0018346905708312988,0.3071773648262024,0.5004389882087708
95,6.280449487268925,5.215167161822319,1.0652823254466057,9.9,535,0.30957263708114624,0.08953209221363068,0.4497619569301605,0.4840443730354309
96,4.429530738294124,3.616912816464901,0.8126179218292237,8.4,429,0.1438388079404831,-0.044439733028411865,0.3872542977333069,0.5348601341247559
97,6.3788736939430235,5.241911697387695,1.1369619965553284,10.5,548,0.3045945465564728,0.05109675973653793,0.5159508585929871,0.4477657973766327
98,5.777564844489097,4.805870014429092,0.9716948300600052,10.15,529,0.12656722962856293,0.00359194353222847,0.2567942440509796,0.5421839356422424
99,6.52564617395401,5.462942749261856,1.0627034246921538,10.35,543,0.3031943738460541,0.11692745983600616,0.38190555572509766,0.46858537197113037
100,5.684087519347668,4.7986199975013735,0.8854675218462944,9.75,500,0.31937092542648315,0.08723905682563782,0.4735719859600067,0.465412437915802
