episode,avg_total_delay,avg_compute_delay,avg_transmission_delay,avg_requests_per_slot,stages,loss,policy_loss,value_loss,entropy
26,11.527607206627726,11.02066075503826,0.5069464515894652,10.35,546,0.19385306537151337,-0.15506835281848907,0.6978428363800049,0.0
27,10.457460733503103,10.00572167634964,0.45173905715346335,9.95,515,0.7105318903923035,0.08659859746694565,1.2478666305541992,0.0
28,9.303017877787351,8.93731667995453,0.3657011978328228,9.45,484,0.4279690980911255,0.07297025620937347,0.7099977135658264,0.0
29,11.133853817731142,10.671238625049591,0.462615192681551,10.05,517,0.5374346375465393,0.059320829808712006,0.9562276005744934,0.0
30,13.495199830085038,13.063199710845947,0.4320001192390919,10.05,535,0.09247633814811707,-0.11570854485034943,0.416369765996933,0.0
31,10.89401458054781,10.43442906141281,0.45958551913499834,10.3,523,0.48191261291503906,0.0766424760222435,0.8105402588844299,0.0
32,9.341635347902775,8.887781238555908,0.4538541093468666,10.0,509,0.4934120774269104,0.05010055750608444,0.8866230249404907,0.0
33,10.411663731187582,9.971505010128022,0.4401587210595608,9.9,513,0.3753950297832489,0.02145984023809433,0.707870364189148,0.0
34,7.65472349151969,7.3180099606513975,0.33671353086829187,8.25,413,0.24034357070922852,-0.05548761039972305,0.5916623473167419,0.0
35,12.204726833105088,11.7546730697155,0.4500537633895874,9.85,511,0.10378975421190262,-0.1172187402844429,0.44201698899269104,0.0
36,12.773445092141628,12.288268935680389,0.48517615646123885,10.85,559,0.3769594132900238,0.01796143129467964,0.7179959416389465,0.0
37,9.16482562571764,8.777224707603455,0.38760091811418534,9.8,509,0.09228962659835815,-0.072308748960495,0.3291967511177063,0.0
38,11.646900317072868,11.159737122058868,0.48716319501399996,10.5,531,0.4087885618209839,0.07225986570119858,0.6730573773384094,0.0
39,8.51588852480054,8.13447851240635,0.3814100123941898,9.2,475,0.11356610059738159,-0.12503008544445038,0.47719237208366394,0.0
40,11.034421356022358,10.62567753791809,0.40874381810426713,9.6,515,0.08698059618473053,-0.08110129833221436,0.33616378903388977,0.0
41,13.94282781034708,13.435505652427674,0.5073221579194069,10.85,577,0.5088571310043335,0.2297406792640686,0.5582329034805298,0.0
42,12.418846382200718,11.885409998893739,0.5334363833069802,10.35,537,0.2830810248851776,-0.04793528839945793,0.6620326042175293,0.0
43,10.789540307968855,10.358145916461945,0.43139439150691034,9.6,496,0.28703823685646057,0.048712410032749176,0.4766516387462616,0.0
44,10.592125204950571,10.155795741081239,0.43632946386933325,9.55,505,0.2111104428768158,-0.04059291258454323,0.5034067034721375,0.0
45,10.467875722795725,10.075343155860901,0.39253256693482397,9.45,499,0.1261519491672516,-0.052870579063892365,0.3580450713634491,0.0
46,11.59416098073125,11.095479667186737,0.4986813135445118,10.85,548,0.13396082818508148,-0.07802987098693848,0.4239813983440399,0.0
47,13.468570128083229,12.971247458457947,0.49732266962528227,10.9,562,0.18881291151046753,0.036782536655664444,0.30406075716018677,0.0
48,11.279645221680402,10.81899744272232,0.4606477789580822,9.9,518,0.10061526298522949,-0.10889813303947449,0.41902679204940796,0.0
49,9.964590682089328,9.57908512353897,0.38550555855035784,9.7,499,0.12937559187412262,-0.06149515509605408,0.3817414939403534,0.0
50,16.32144806906581,15.74081094264984,0.580637126415968,11.95,624,0.08757581561803818,-0.048458658158779144,0.27206894755363464,0.0
51,14.357634015381336,13.78571059703827,0.5719234183430671,12.0,621,0.11943330615758896,-0.08920112997293472,0.41726887226104736,0.0
52,11.541713850200177,11.077829027175904,0.4638848230242729,10.2,541,0.3213214576244354,0.09828724712133408,0.4460684061050415,0.0
53,11.885810048878193,11.379304373264313,0.5065056756138802,10.5,538,0.23845982551574707,0.04649776220321655,0.38392412662506104,0.0
54,14.277772995829583,13.77298595905304,0.5047870367765427,11.35,590,0.1696036159992218,-0.0043546706438064575,0.3479165732860565,0.0
55,11.591183150559663,11.151047146320343,0.44013600423932076,10.15,522,0.4377767741680145,0.07961543649435043,0.716322660446167,0.0
56,8.74303434714675,8.372174441814423,0.3708599053323269,9.1,458,0.1685483157634735,9.399652481079102e-05,0.33690863847732544,0.0
57,8.83484263755381,8.439609104394913,0.39523353315889836,9.3,476,0.31392693519592285,0.08593697845935822,0.4559799134731293,0.0
58,10.694360202550888,10.231235980987549,0.4631242215633392,10.25,525,0.21603833138942719,0.04180264472961426,0.34847137331962585,0.0
59,13.047139739245177,12.610163927078247,0.43697581216692927,10.2,562,0.21469652652740479,0.03845152631402016,0.35249000787734985,0.0
60,7.456374783068895,7.072301805019379,0.3840729780495167,8.65,432,0.32930630445480347,0.132490336894989,0.3936319351196289,0.0
61,8.086230816319585,7.712031036615372,0.37419977970421314,8.9,452,0.17866985499858856,0.015823114663362503,0.3256934881210327,0.0
62,11.179190358519554,10.724524354934692,0.45466600358486176,10.15,541,0.32605883479118347,0.11734630912542343,0.4174250364303589,0.0
63,10.815667217224837,10.365983283519745,0.44968393370509147,10.35,525,0.41240471601486206,0.17249290645122528,0.47982364892959595,0.0
64,10.7802728459239,10.24121322631836,0.5390596196055413,10.85,541,0.2253534197807312,0.051924094557762146,0.3468586504459381,0.0
65,12.108179987967015,11.592204535007477,0.5159754529595375,10.75,546,0.1086478978395462,-0.0004141591489315033,0.218124121427536,0.0
66,12.709828101098537,12.295920944213867,0.4139071568846703,11.15,574,0.3481041193008423,0.15106149017810822,0.39408522844314575,0.0
67,9.113241932913661,8.68736935853958,0.4258725743740797,10.05,501,0.3437429666519165,0.12583354115486145,0.4358188211917877,0.0
68,11.893288861215115,11.395951056480408,0.4973378047347069,10.25,537,0.26837196946144104,0.12281546741724014,0.291113018989563,0.0
69,13.232136821001768,12.77339322566986,0.4587435953319073,10.55,564,0.09404674917459488,-0.03588738292455673,0.2598682641983032,0.0
70,13.506190019100904,12.989682829380035,0.5165071897208691,10.65,556,0.0945487916469574,-0.06631031632423401,0.3217182159423828,0.0
71,9.42658606916666,9.000522243976594,0.4260638251900673,9.35,485,0.2624848783016205,0.11902905255556107,0.28691166639328003,0.0
72,10.378018450550735,10.003299736976624,0.37471871357411146,9.1,486,0.27323609590530396,0.15825335681438446,0.22996550798416138,0.0
73,9.743488216400147,9.284815335273743,0.4586728811264038,9.95,514,0.04591172933578491,-0.04730208218097687,0.18642762303352356,0.0
74,13.666104250401258,13.189334225654601,0.4767700247466564,11.05,587,0.010789088904857635,-0.09061232954263687,0.202802836894989,0.0
75,9.932559219375253,9.51675060391426,0.41580861546099185,9.4,487,0.14705881476402283,0.03716130554676056,0.21979500353336334,0.0
76,12.82956513762474,12.314758306741714,0.5148068308830261,11.0,571,-0.06495272368192673,-0.13993045687675476,0.14995546638965607,0.0
77,11.435771322250366,11.037134146690368,0.39863717555999756,9.9,521,0.14705979824066162,0.0332021489739418,0.22771529853343964,0.0
78,12.156621837615967,11.736864638328552,0.41975719928741456,9.65,526,0.09072384238243103,-0.0100728590041399,0.20159339904785156,0.0
79,10.141273434087633,9.723263549804688,0.4180098842829466,9.05,487,0.12490235269069672,0.030696872621774673,0.18841096758842468,0.0
80,12.479090795665979,12.005006778240205,0.47408401742577555,10.1,538,0.18956539034843445,0.09319749474525452,0.19273579120635986,0.0
81,11.247892523556947,10.762615907192231,0.4852766163647175,10.0,519,0.1776663362979889,0.04833073541522026,0.25867119431495667,0.0
82,10.112693796865642,9.636608672142028,0.47608512472361325,9.95,509,0.15197524428367615,0.08270876109600067,0.13853295147418976,0.0
83,7.993980893492699,7.584526872634887,0.40945402085781096,9.4,467,0.17953170835971832,0.012373015284538269,0.3343173861503601,0.0
84,11.889092465490103,11.420604705810547,0.4684877596795559,10.7,553,0.05781984329223633,-0.0831092894077301,0.28185826539993286,0.0
85,12.93946705982089,12.455887532234192,0.48357952758669853,10.9,569,0.023086629807949066,-0.08638006448745728,0.21893338859081268,0.0
86,13.480267167836427,12.992807102203368,0.48746006563305855,11.3,598,-0.10563509166240692,-0.18218663334846497,0.1531030833721161,0.0
87,9.39372399225831,8.928737890720367,0.4649861015379429,9.9,488,0.15638379752635956,0.0516296811401844,0.2095082402229309,0.0
88,11.193393404781819,10.795971477031708,0.39742192775011065,10.0,521,0.17590612173080444,-0.018032148480415344,0.3878765404224396,0.0
89,12.912428235262633,12.437971198558808,0.474457036703825,10.7,573,0.15383629500865936,0.019123822450637817,0.2694249451160431,0.0
90,9.774636238440872,9.34121007025242,0.4334261681884527,9.95,507,0.06679417192935944,-0.04887800291180611,0.23134435713291168,0.0
91,8.439789043739438,8.059450316429139,0.3803387273102999,9.0,452,0.09926068782806396,0.03520698845386505,0.12810739874839783,0.0
92,10.474322705715895,10.027485108375549,0.4468375973403454,9.9,516,0.09958553314208984,-0.020808657631278038,0.24078838527202606,0.0
93,11.37473156824708,10.936296963691712,0.4384346045553684,9.75,523,0.12177249044179916,0.02830919623374939,0.18692658841609955,0.0
94,10.66504971832037,10.219591045379639,0.44545867294073105,9.7,516,0.11282773315906525,0.07182694971561432,0.08200156688690186,0.0
95,12.489520446956158,12.030353128910065,0.459167318046093,10.15,552,0.20569470524787903,0.12587030231952667,0.1596488207578659,0.0
96,8.314316563308239,7.990780574083328,0.3235359892249107,8.2,420,0.006694793701171875,-0.06215744465589523,0.13770447671413422,0.0
97,10.213375774025916,9.725135004520416,0.48824076950550077,10.2,528,0.06338737159967422,-0.020310528576374054,0.16739580035209656,0.0
98,11.073255898058415,10.628008353710175,0.4452475443482399,10.4,546,0.08103732019662857,0.03683808445930481,0.08839847147464752,0.0
99,12.049233772605657,11.53298840522766,0.5162453673779964,10.5,552,0.1280008852481842,0.047190047800540924,0.16162165999412537,0.0
100,9.8472500577569,9.450093024969101,0.39715703278779985,9.75,501,0.15670612454414368,0.05922311544418335,0.19496601819992065,0.0
