episode,avg_total_delay,avg_compute_delay,avg_transmission_delay,avg_requests_per_slot,stages,loss,policy_loss,value_loss,entropy
1,5.319110184907913,4.403733205795288,0.9153769791126252,9.4,490,0.47019514441490173,-0.05074140056967735,1.0557297468185425,0.6928315758705139
2,7.015738251805305,5.793410152196884,1.2223280996084214,11.05,578,0.28965097665786743,-0.07383574545383453,0.7408315539360046,0.6929031014442444
3,4.842916142940521,3.9938564747571945,0.8490596681833267,8.25,434,0.38268765807151794,-0.03640966862440109,0.852053701877594,0.6929517388343811
4,7.948392254114151,6.644693422317505,1.303698831796646,11.6,603,0.40044859051704407,-0.04344206303358078,0.9016385674476624,0.6928623914718628
5,5.998656605929137,4.888608038425446,1.1100485675036906,9.95,513,0.4337954819202423,0.028179816901683807,0.8250895738601685,0.6929121613502502
6,6.3787419751286505,5.2696063876152035,1.1091355875134468,10.1,525,0.5328101515769958,-0.08089852333068848,1.241277813911438,0.6930258870124817
7,5.7298107773065565,4.8097084075212475,0.9201023697853088,9.7,495,0.8698102831840515,0.03858345374464989,1.676314115524292,0.693025529384613
8,5.182349676638841,4.286815111711621,0.8955345649272204,8.9,462,0.5003558993339539,0.07784844934940338,0.8588763475418091,0.6930697560310364
9,5.728327119350434,4.743901789188385,0.9844253301620484,10.2,514,1.0200510025024414,0.17769284546375275,1.6985782384872437,0.6930976510047913
10,5.632610134780407,4.710466837882995,0.9221432968974114,9.35,498,0.16497233510017395,-0.10185488313436508,0.5475165247917175,0.6931037902832031
11,5.21306888461113,4.306222224235535,0.9068466603755951,9.25,471,0.4184392988681793,0.03033800609409809,0.7900646328926086,0.6931039094924927
12,6.522687868773938,5.47879438996315,1.0438934788107872,10.4,535,0.5446141958236694,0.08562467992305756,0.9318415522575378,0.6931228637695312
13,6.905732025206089,5.829480165243149,1.0762518599629403,10.35,553,0.3801403045654297,0.06607964634895325,0.6419832706451416,0.6930978298187256
14,5.71769572198391,4.751789718866348,0.9659060031175614,9.6,498,0.30938610434532166,-0.07387477904558182,0.7803828120231628,0.6930541396141052
15,6.272529637813568,5.248273128271103,1.0242565095424652,10.05,520,0.3125740885734558,-0.11613939702510834,0.8712839484214783,0.692849338054657
16,6.189014133810997,5.1125995993614195,1.0764145344495772,9.9,524,0.4690060615539551,0.03671571984887123,0.8784388899803162,0.6929097771644592
17,5.246063533425331,4.311897212266922,0.9341663211584091,9.6,478,0.6216371655464172,0.045986030250787735,1.165160059928894,0.6928923726081848
18,7.730310779809952,6.503358566761017,1.226952213048935,11.4,600,0.4722979962825775,-0.04572215676307678,1.0499000549316406,0.6929877996444702
19,6.636102726310492,5.566599756479263,1.0695029698312282,10.35,543,0.34252020716667175,-0.04427090659737587,0.7874411940574646,0.6929486393928528
20,6.382245823740959,5.355602139234543,1.0266436845064164,10.2,532,0.30611029267311096,-0.03939007967710495,0.7048600912094116,0.6929672360420227
21,6.019123783707618,5.0054584592580795,1.0136653244495393,10.2,520,0.2863712012767792,-0.03448547422885895,0.6555677652359009,0.6927225589752197
22,5.991657371819019,5.047340846061706,0.9443165257573127,10.05,519,0.32773667573928833,-0.02154756523668766,0.7124231457710266,0.6927350163459778
23,7.027509960532188,5.908796286582946,1.1187136739492416,10.9,555,0.3373382091522217,0.033194273710250854,0.6221409440040588,0.6926549673080444
24,6.8447305232286455,5.754853481054306,1.0898770421743393,10.5,561,0.988845944404602,0.16012147068977356,1.6713005304336548,0.6925802230834961
25,6.8307214885950085,5.712763929367066,1.1179575592279434,10.95,561,0.5975527167320251,0.04251813516020775,1.1239207983016968,0.6925836801528931
26,6.136150746792555,5.074466678500175,1.0616840682923794,10.0,523,0.3488031327724457,-0.0746089518070221,0.8606784343719482,0.6927138566970825
27,5.97732148617506,4.942141580581665,1.0351799055933952,10.1,521,0.6358599662780762,0.08617047965526581,1.1132365465164185,0.6928812861442566
28,4.931436954438686,4.042598080635071,0.8888388738036156,8.8,455,0.450151652097702,0.06957454979419708,0.7750123739242554,0.692907452583313
29,6.327769610285759,5.376048362255096,0.9517212480306625,10.25,540,0.4375290274620056,0.0016670841723680496,0.8855838775634766,0.6929991245269775
30,7.396865013241768,6.223705777525902,1.173159235715866,11.05,576,0.22514241933822632,-0.14732223749160767,0.7587881684303284,0.6929434537887573
31,5.56047550290823,4.603723263740539,0.9567522391676903,9.6,481,0.6324639320373535,0.10848291963338852,1.061821699142456,0.692983090877533
32,6.568320864439011,5.490890485048294,1.0774303793907165,10.4,530,0.4377686381340027,0.1061498150229454,0.6770910024642944,0.6926692128181458
33,4.686686123907566,3.7693591475486756,0.9173269763588905,8.8,451,0.42249131202697754,0.008941574022173882,0.8409551978111267,0.6927861571311951
34,5.217897905409336,4.295916101336479,0.9219818040728569,9.0,458,0.44612160325050354,-0.06188720464706421,1.0298746824264526,0.6928535103797913
35,5.889572590589523,4.93596747815609,0.9536051124334335,9.2,476,0.33683499693870544,-0.049163736402988434,0.7858489751815796,0.6925758123397827
36,7.495568558573723,6.254448926448822,1.2411196321249007,11.3,589,0.2669908404350281,-0.030455298721790314,0.6087470650672913,0.6927391886711121
37,6.095572206377983,5.1077139437198635,0.9878582626581192,10.1,523,0.4743424355983734,0.11902632564306259,0.7244794964790344,0.6923657655715942
38,6.116931435465813,5.082324576377869,1.034606859087944,10.4,523,0.2947331368923187,-0.0617486871778965,0.7268115282058716,0.6923957467079163
39,4.225337805598974,3.4661959394812585,0.7591418661177158,8.2,431,0.5314131379127502,0.13280485570430756,0.8110595345497131,0.6921463012695312
40,6.4085479691624645,5.344628089666367,1.0639198794960976,10.35,552,0.035377148538827896,-0.13606446981430054,0.35672539472579956,0.6921078562736511
41,7.727859166264534,6.458412981033325,1.269446185231209,10.95,584,0.2815248370170593,0.0261244997382164,0.5246471166610718,0.692322313785553
42,6.931198850274086,5.771705120801926,1.1594937294721603,10.75,546,0.2952077388763428,0.034086357802152634,0.5360831618309021,0.6920174956321716
43,5.4970731601119045,4.562619549036026,0.9344536110758781,9.15,487,0.21153925359249115,-0.05196904391050339,0.5408487915992737,0.6916087865829468
44,5.545476186275482,4.593866282701493,0.9516099035739899,9.35,499,0.4581499397754669,0.059803448617458344,0.8104950189590454,0.6901038289070129
45,5.603390143811703,4.633877849578857,0.9695122942328454,9.9,505,0.3404189944267273,0.014454521238803864,0.6657437682151794,0.6907398700714111
46,6.781193365156651,5.688242572546005,1.0929507926106452,10.85,560,0.11574289947748184,-0.12425389140844345,0.4938119649887085,0.6909193992614746
47,6.348341043293476,5.24247065782547,1.105870385468006,10.5,534,0.41544389724731445,0.08261393010616302,0.6794858574867249,0.6912943720817566
48,6.344257761538029,5.317382657527924,1.0268751040101052,10.4,546,0.2546248435974121,-0.03044215589761734,0.5839455723762512,0.6905792355537415
49,5.915783901512623,4.9256659775972365,0.9901179239153862,10.05,521,0.13101455569267273,-0.06640283018350601,0.40862682461738586,0.6896018385887146
50,7.907702705264091,6.696571165323258,1.211131539940834,11.9,607,0.31543833017349243,0.006347879767417908,0.6319540143013,0.6886529922485352
51,7.577428045868873,6.3364233613014225,1.2410046845674514,11.6,610,0.3445810377597809,0.07043836265802383,0.5620083212852478,0.686147153377533
52,6.7410707712173465,5.728021663427353,1.0130491077899932,10.3,544,0.3345677852630615,0.024607792496681213,0.6336002945899963,0.6840165257453918
53,6.767174997925759,5.64433057308197,1.122844424843788,10.55,545,0.051104702055454254,-0.11988244950771332,0.35559019446372986,0.6807947158813477
54,6.745652994513511,5.68860514163971,1.057047852873802,11.0,569,0.1676344871520996,-0.06271238625049591,0.4742562174797058,0.678124189376831
55,5.317151714861393,4.45135281085968,0.8657989040017128,9.25,468,0.3003922998905182,0.034329138696193695,0.5457931160926819,0.6833390593528748
56,5.522689550369978,4.625737221539021,0.8969523288309574,9.65,495,0.27346664667129517,-0.08418961614370346,0.7289834022521973,0.6835417151451111
57,5.175766705721617,4.282528063654899,0.8932386420667171,9.35,483,0.2993495762348175,-0.01421476062387228,0.6407595872879028,0.6815469264984131
58,6.397365999221802,5.299332481622696,1.0980335175991058,10.45,537,0.19515591859817505,-0.05507007613778114,0.5141080021858215,0.6828011274337769
